timestamp_rel,timestamp,acc,acc0,acc1,acc2,gyro,gyro0,gyro1,gyro2
0,10010,-0.0422074086756792,-0.9322388719419672,-0.2197665434867777,-0.1834696070772158,19.227641486910247,4.777826239026188,18.62456908437951,18.860858122186432
2,10012,-0.0378207063928702,-0.936257438773602,-0.2218355277844606,-0.1828948483923637,14.549833013790876,5.726984088772398,13.375324069948611,17.391210669659532
4,10014,-0.0339647901500833,-0.939423625197684,-0.2251827681911161,-0.1797312382219552,9.274956392607868,6.419116786209004,6.694755840939035,15.15637580284158
6,10016,-0.0311083760380639,-0.9414265007823752,-0.229057029161408,-0.1749989159118535,6.915398169630232,6.912859698102617,0.1873569824526555,12.531040282612564
8,10018,-0.0297090653672292,-0.9419680457267664,-0.2327245123751091,-0.1697082411984443,8.590891170657375,7.262474963263213,-4.589103236369154,9.88703555948402
10,10020,-0.029847334591916,-0.941047184741308,-0.235852475689504,-0.16464464280013,10.30653106216925,7.421640477498133,-7.151491813476467,7.530520945493016
12,10022,-0.03122131733527,-0.9389597870478108,-0.238509233139389,-0.1603686184173291,10.859875527266684,7.243449893612063,-8.091312013910798,5.701983614202178
14,10024,-0.0335122045461053,-0.9360146324990142,-0.2407805359846695,-0.157430886140983,10.392440257110906,6.576623636453059,-8.046790418674163,4.6390554288056665
16,10026,-0.0364009734488522,-0.9325205009476574,-0.2427521354852509,-0.1563821640620326,9.294533111152724,5.2698821308691794,-7.656153608768575,4.579368252497648
18,10028,-0.0395675100637205,-0.9287858760208162,-0.2445145480936598,-0.157733613400574,8.176554050236073,3.1862081304019303,-7.53021340243373,5.741500752765537
20,10030,-0.0426699220116945,-0.9251124281553006,-0.2462678896927062,-0.1610865873472639,7.666668012713304,0.5166179485422646,-7.649242074376084,7.905808095841508
22,10032,-0.04534309679532,-0.921795014597655,-0.2483218755954833,-0.1651326310633195,7.690321518709169,-2.219838541269424,-7.36297235576884,10.414421946702497
24,10034,-0.0472182219585618,-0.9191281963687598,-0.2509909863077058,-0.1685237328391128,7.488888519865556,-4.489849136899287,-5.993722215022886,12.590420774618686
26,10036,-0.0479229726229634,-0.9174065344894954,-0.2545897023350881,-0.169911880965016,6.432742525724061,-5.760101636213475,-2.8638096205491053,13.756883048860262
28,10038,-0.0470995482791483,-0.9169118876899688,-0.2594067483752514,-0.1680111137930092,6.1279898104258965,-5.5230087043831295,2.654926358299191,13.2688211855514
30,10040,-0.0448295994182659,-0.9176339620124894,-0.2651384655396713,-0.1629626210920639,10.768286716148395,-3.862654954594017,10.051661330493,11.21572837845803
32,10042,-0.0416479496259176,-0.9192703108115692,-0.2708888113536777,-0.1563347440481425,17.736350020360778,-1.4547969480465583,17.67658558332763,8.421578598987846
34,10044,-0.0381251396942046,-0.9215057851509472,-0.2757359875345071,-0.1497578739088154,23.85130231406308,0.9990838867538488,23.830368303155943,5.742279765402529
36,10046,-0.0348426197429899,-0.9240252360943612,-0.2787581957993965,-0.1448624019216533,26.95921743404732,2.7975061213018044,26.81367867633085,4.033739795963756
38,10048,-0.0323675662241584,-0.9265138388443086,-0.2790781849678343,-0.1432111892398889,25.217565326368305,3.265094979813508,25.005294554602823,4.1163852367361935
40,10050,-0.0309492034830461,-0.9286642237947418,-0.2768432872111085,-0.1448139048469801,18.725632720470703,2.326928699102094,18.58049309386751,5.994571073253205
42,10052,-0.0305257060851954,-0.9301764765310676,-0.2732254180523059,-0.1481270255566104,9.524636364888856,0.5085385285776076,9.511050754165668,8.856580730516852
44,10054,-0.031033586383695,-0.9307510067774516,-0.2694410401167654,-0.1515394980881255,1.645579525165671,-1.6384376296282983,-0.1531473390643078,11.855216261332178
46,10056,-0.0324275097246758,-0.93008822425806,-0.2667066160298259,-0.1534402691608706,9.089393794829473,-3.5623618733839724,-8.36221606038404,14.143279718504234
48,10058,-0.0346652082999996,-0.9279081238173256,-0.2661912354310221,-0.1522813277444858,13.95470959187656,-4.728322429491278,-13.1292378604541,14.90202770447006
50,10060,-0.0375599710010426,-0.9243811580658298,-0.2679744092863889,-0.1479646345653827,14.781873835858947,-4.986108490222993,-13.915549440211748,13.967171463202606
52,10062,-0.0407805541866023,-0.9201282373803016,-0.2710460698884617,-0.1418421221067445,12.496438495403789,-4.570210213322804,-11.63074175087082,11.828876880210736
54,10064,-0.0439987898295721,-0.9157898572577382,-0.2743487765439714,-0.1353287651020491,8.15175311336424,-3.731843885467921,-7.247373319744145,9.005764390635308
56,10066,-0.0469060855474907,-0.9120065131951358,-0.2768250885596491,-0.1298395382847743,3.2297316552981634,-2.7222257933355465,-1.7380026741445675,6.016454429617183
58,10068,-0.0492093402495548,-0.9094187006894912,-0.2774175652422256,-0.1267894163883978,4.314795676788614,-1.7925722236028871,3.9248116586151127,3.379567432297222
60,10070,-0.0506115711571647,-0.9086669152378009,-0.2750687658984321,-0.1275933741463974,8.849444125848555,-1.1940994629471504,8.768511151222015,1.6137238338162767
62,10072,-0.0507891360280994,-0.9103617286812958,-0.2687801838578964,-0.1335891626280431,11.906696398582495,-1.1680722264624166,11.84926269443734,1.213205622789848
64,10074,-0.049627598218816,-0.9144254687785976,-0.2589087949768761,-0.1443383886258301,12.99913130060814,-1.7268690828308464,12.88391779472429,2.1125105177502363
66,10076,-0.0472874272770104,-0.9200922192057184,-0.2471670576382586,-0.1576265146554779,12.534210423360928,-2.6539824543226875,12.25001257424812,3.686351967146529
68,10078,-0.0440170977088976,-0.9265661399829036,-0.2353263642478282,-0.1711617795684986,11.002805662125304,-3.722953191625061,10.353808573248076,5.285104972902459
70,10080,-0.04016612284553,-0.9330513911304006,-0.2251581072113691,-0.1826524222164045,8.941068598505607,-4.707322145425086,7.601567331963428,6.259144536941754
72,10082,-0.0361725373515382,-0.9387567256866428,-0.2184014371140108,-0.1898500255397314,6.951187777052044,-5.383023856123046,4.397961536467539,5.97305037134667
74,10084,-0.0326029487745738,-0.9430530859430164,-0.2156569771952759,-0.1920367445627873,5.715717282424428,-5.610519145203536,1.0915580488044927,4.293000752532593
76,10086,-0.0301039382630483,-0.9455130972791498,-0.2161095866601889,-0.1903980077945021,5.730353845710607,-5.355377656693512,-2.038844121368345,1.7089140979652622
78,10088,-0.0292848674167641,-0.9457219946480112,-0.2188556087128587,-0.1862382396734963,6.582770511756396,-4.589740618871054,-4.718807970444943,-1.2502938691584884
80,10090,-0.0307353079609653,-0.9432650130025684,-0.2229913865573939,-0.1808618646383903,7.43888718984534,-3.2857492600142413,-6.673896494819272,-4.055707425641824
82,10092,-0.0350276492772658,-0.93774304155503,-0.2276172789453395,-0.1755664666674298,7.762884322399282,-1.4182677550490612,-7.632227039202952,-6.181596832860612
84,10094,-0.0417760511636542,-0.9296959499583346,-0.2320745069036871,-0.1712393223331426,7.526113327094047,0.8745107762976418,-7.475132956302645,-7.293335434879408
86,10096,-0.0491095758146645,-0.9211188693801786,-0.2360775874138599,-0.1681318008442167,7.085778188797344,3.201260862116818,-6.321406602451329,-7.352474163202848
88,10098,-0.0550465664225702,-0.9141320962900472,-0.2393731441957053,-0.1664405777777849,6.714863806717912,5.148885419739392,-4.310263898784537,-6.346037829280201
90,10100,-0.0576194075177921,-0.9108559271574256,-0.2417078009690705,-0.1663623287109798,6.4994884159539055,6.304287366496289,-1.5809207664378024,-4.261051244560736
92,10102,-0.0548747470564385,-0.913397779652433,-0.2428296519736348,-0.1680922437357667,6.4906287343851305,6.256876256852312,1.726198387805912,-1.0863611743543289
94,10104,-0.0463040919424057,-0.9223067367218738,-0.2426647243487351,-0.1716457692388371,7.23556919984451,4.899364738471719,5.324442393824772,2.9687291988947497
96,10106,-0.0342169699086312,-0.9351053634614882,-0.2414846173942011,-0.1766892625925079,9.059113458098022,2.713525185480513,8.643165954351197,7.266757535497772
98,10108,-0.0212509652346576,-0.9489684973841273,-0.2396006344453229,-0.1828489730695723,11.08188812804806,0.2488091746194514,11.079094659637027,11.121068741529404
100,10110,-0.0100605375525796,-0.9610709760026422,-0.237324078837391,-0.1897511499428232,12.185239112505352,-1.9453317173707096,12.028954099934117,13.845007723064317
102,10112,-0.0033163020245479,-0.9685913734454936,-0.2349662637422545,-0.197021732432128,11.385470583053582,-3.3202825086153305,10.890576865371346,14.752828906725538
104,10114,-0.0024688783168724,-0.9699757815104768,-0.2328418390443145,-0.2041814850208692,8.267672132863693,-3.611214104236376,7.437306985051454,13.4673101227704
106,10116,-0.00594430897806,-0.9667777524489642,-0.231273634949675,-0.2104933246355491,4.017514338162417,-3.2490300547139848,2.363096519591582,10.367608618477655
108,10118,-0.0117055125024893,-0.9610183262008553,-0.2305857123155593,-0.2151813775051989,4.462764224943943,-2.769300229237733,-3.4996058017701586,5.946671686275463
110,10120,-0.0177089579959854,-0.9547185427060488,-0.2311021319991905,-0.2174697698588496,9.703748655789564,-2.707594496997204,-9.318351249795654,0.6974466185919876
112,10122,-0.0219070566991554,-0.9498991394382162,-0.2331468005987757,-0.2165828297622137,14.708002903172842,-3.599346286553001,-14.260787345347303,-4.887096122317383
114,10124,-0.0229744081990898,-0.9479184431280644,-0.2367057925180233,-0.2121869140889349,18.59449667747294,-5.681179671431397,-17.705352417545008,-10.263243409188613
116,10126,-0.0218512959456095,-0.9480680529642794,-0.2407111426415566,-0.205327513613218,21.34967383879573,-8.257430820075806,-19.688154034205983,-14.728964538476337
118,10128,-0.0199314535564483,-0.9492376282617484,-0.2438898948705885,-0.1973183348729191,22.89745456706993,-10.451123330552544,-20.373204136330934,-17.551438997462554
120,10130,-0.0186173372253226,-0.9503168283353596,-0.244969093106332,-0.1894730844058944,22.948004347842826,-11.385280800927932,-19.924514664920576,-17.99784627342929
122,10132,-0.0193050083220214,-0.9501953125,-0.24267578125,-0.18310546875,21.122680837113915,-10.182926829268292,-18.50609756097561,-15.335365853658535
124,10134,-0.0229318713587415,-0.9480798347731678,-0.2362345336800138,-0.1792068306233072,17.458383548693753,-6.32780031756611,-16.271266062427685,-9.243181053071725
126,10136,-0.0286901441311254,-0.9444455279828032,-0.2268600466836285,-0.1774790574647476,13.351424026918254,-0.7465013835186041,-13.330538594932122,-1.048490497147904
128,10138,-0.0353604577769331,-0.9400846196594572,-0.2162645470253073,-0.1773016728934678,11.114535552558918,5.273654551250836,-9.783734881075198,7.509503360994453
130,10140,-0.0417705195118511,-0.9357893373336807,-0.2061602614695137,-0.1780542005286145,11.914109770909633,10.445352065118817,-5.730674643443164,14.691598068236877
132,10142,-0.0468017636960319,-0.9323519085360248,-0.198259416780711,-0.1791161639893343,13.541074107507526,13.481275736461942,-1.2711776046222931,18.758591171460907
134,10144,-0.0495832952612074,-0.9304104837469206,-0.1939800102597338,-0.1799191829722353,13.820986557688476,13.389455179357732,3.426683444349056,18.414630707667133
136,10146,-0.0503236525078019,-0.929810967382568,-0.1932271459221388,-0.1801627490750227,13.264340339891469,10.696549433507917,7.8438864645654816,14.643520772953
138,10148,-0.049547617852293,-0.9301453395787044,-0.1954210275028449,-0.1796322100237091,13.036971163744775,6.415956320414243,11.348926011691562,9.159722327036066
140,10150,-0.0477585231447476,-0.931005464525606,-0.1999816373243618,-0.1781129527474445,13.401502689602856,1.5612959134739253,13.310245279858751,3.6780299580172127
142,10152,-0.0454507158735887,-0.931983206413549,-0.2063289577091988,-0.1753903641753789,13.403618415085296,-2.853811713915835,13.096287463198507,-0.0867617460026934
144,10154,-0.0430869632423728,-0.9327047977750116,-0.213879218542098,-0.1713701675101493,11.837718872926128,-5.937431213108121,10.241020393693242,-0.7105328486866056
146,10156,-0.0409223010577686,-0.9330249226436974,-0.222023706693785,-0.1667579791284144,9.316049688234193,-7.606483766325447,5.378678881126463,1.298678783259791
148,10158,-0.0391397069257724,-0.9328914492848432,-0.23014353490358,-0.1625856878556059,8.118063640256988,-8.107819113257431,-0.4077088347828868,4.644717721575793
150,10160,-0.0379407892686669,-0.9322525206688546,-0.2376197859176764,-0.1598861443615183,9.774014174109722,-7.689259616088352,-6.033791480660444,8.029105183894291
152,10162,-0.0375444984149083,-0.9310562797661368,-0.2438335424822678,-0.159692199315946,12.329584265573535,-6.598627637002489,-10.415217783131826,10.153362387848183
154,10164,-0.0381379353673093,-0.929275841954696,-0.2482439142030535,-0.162873728169182,13.560730651589209,-5.0816963193772455,-12.572580416230348,9.876141447363915
156,10166,-0.0395245651556278,-0.9271016750490724,-0.2509891333518047,-0.1688821183499345,12.887323672415771,-3.366403013270806,-12.439873077722666,7.423715240404618
158,10168,-0.0412993083533923,-0.9248361602460196,-0.2525571081262273,-0.1764383868587763,10.554589834403297,-1.6715015326067937,-10.421393822276489,3.726535846841621
160,10170,-0.0430470878262725,-0.9227826036462768,-0.2534386366077126,-0.1842575145770396,6.9286849173421405,-0.2156697943159862,-6.925327517426462,-0.2791249906280377
162,10172,-0.0443482060530047,-0.9212443113505832,-0.254124516877652,-0.1910544823860566,2.4861831705784407,0.7824142846708422,-2.3598590307072334,-3.656995529307324
164,10174,-0.0448078910583619,-0.9205029282496856,-0.2550810147151853,-0.1956199994292026,3.065273791754861,1.1260825102283016,2.8509369685380896,-5.537305999562702
166,10176,-0.0443486937800465,-0.9205882504806008,-0.2564891657691799,-0.1976252459049818,8.145327046919894,0.8745675017268365,8.098239585626498,-5.823486237975495
168,10178,-0.0430983103322958,-0.9213675734535872,-0.2583459662490509,-0.1973095095932566,12.65653717571462,0.2522171215378027,12.654023858198205,-4.917858754129259
170,10180,-0.0411875029012336,-0.9227054834399326,-0.260645344141521,-0.194921549507762,15.796637838861017,-0.5138680409600183,15.788277507334849,-3.231063371683586
172,10182,-0.038746597441359,-0.9244665667109256,-0.2633812274333129,-0.1907101246622326,16.81362151402727,-1.1965873963878435,16.770988254118073,-1.1737399142980696
174,10184,-0.0359161969495841,-0.9265130163334384,-0.2665168097303937,-0.184934953432712,15.0235975064215,-1.5794082855881304,14.940346431805718,0.8501078587740281
176,10186,-0.0330105118645766,-0.9286687474053368,-0.2695237053711809,-0.1780310430790304,10.846288675364384,-1.6148261954054457,10.725405092021932,2.5426163349183746
178,10188,-0.0304882837810174,-0.9307268926953802,-0.2714782110952535,-0.1705743644557338,5.607789699281911,-1.3912654551407295,5.432465899083432,3.691277551523442
