timestamp,acc,acc0,acc1,acc2,gyro,gyro0,gyro1,gyro2
0,-0.049057924,-0.892834264,-0.327319124,0.220619011,7.948340838,7.715009349,1.911740781,-0.549994288
2,-0.04960197,-0.892390459,-0.326949054,0.219284346,7.752179886,7.68882381,0.989081093,-1.746636572
4,-0.050423118,-0.891683459,-0.326491753,0.217530133,7.536236695,7.534886557,0.142646709,-3.10812465
6,-0.051458716,-0.890775729,-0.325958846,0.215403235,7.300722015,7.278347996,-0.57113255,-4.582688509
8,-0.052636203,-0.889743207,-0.325353946,0.212972988,7.042074549,6.95314244,-1.115627255,-6.109155557
10,-0.053882232,-0.888666139,-0.324671102,0.210323349,6.76050361,6.59732849,-1.476369146,-7.620402402
12,-0.055130943,-0.887620376,-0.323894434,0.207544654,6.464861444,6.248115812,-1.659964543,-9.047488193
14,-0.056330313,-0.886670184,-0.32299917,0.204726124,6.172983721,5.937194972,-1.689805871,-10.32420561
16,-0.057445877,-0.885863318,-0.32195412,0.201949984,5.907531186,5.686919036,-1.599336298,-11.3917102
18,-0.058461458,-0.885228773,-0.3207255,0.199287619,5.688863748,5.507754453,-1.424012508,-12.2028393
20,-0.059377005,-0.884777202,-0.319281884,0.196797847,5.527592554,5.39724885,-1.19330813,-12.72572049
22,-0.060204049,-0.88450368,-0.317599859,0.19452697,5.419935287,5.340580113,-0.924068488,-12.94630453
24,-0.060959558,-0.884392154,-0.315669875,0.192510066,5.348201401,5.312575955,-0.616275065,-12.86953789
26,-0.061659211,-0.884420799,-0.313501651,0.190772867,5.286943518,5.280941171,-0.25185731,-12.51900807
28,-0.062311138,-0.884567397,-0.311128465,0.189333602,5.214276061,5.210310648,0.203316966,-11.93503743
30,-0.062911083,-0.884813946,-0.308609656,0.18820434,5.128601458,5.066665532,0.794640361,-11.17135092
32,-0.06343973,-0.885149877,-0.306030773,0.187391586,5.071381228,4.821612218,1.571929765,-10.29058521
34,-0.063862592,-0.885573494,-0.303500959,0.186896109,5.149838997,4.456032978,2.581590943,-9.359026288
36,-0.064132501,-0.886091527,-0.301147441,0.186712186,5.531180272,3.962676273,3.858905539,-8.441051031
38,-0.064194354,-0.886716993,-0.299107308,0.18682659,6.371601642,3.347364317,5.421481311,-7.593796652
40,-0.063991452,-0.887465799,-0.297517155,0.187217695,7.725639539,2.628649369,7.264689173,-6.862585415
42,-0.063472574,-0.888352678,-0.296501501,0.187855039,9.537965951,1.835934794,9.359601376,-6.27758476
44,-0.062598815,-0.889387155,-0.296161226,0.188699603,11.6969576,1.006270272,11.65359332,-5.852081877
46,-0.061349309,-0.890570201,-0.296563377,0.18970489,14.07457773,0.180205374,14.07342405,-5.582596912
48,-0.059725087,-0.891892124,-0.297733691,0.190818794,16.54129563,-0.602785627,16.53030885,-5.450858068
50,-0.057750575,-0.893332023,-0.299652924,0.191986088,18.97147111,-1.308734674,18.92627617,-5.427432697
52,-0.055472535,-0.894858901,-0.302257636,0.193151317,21.24727083,-1.912913328,21.16098486,-5.476580178
54,-0.05295654,-0.896434252,-0.305445491,0.19426183,23.26256859,-2.402413331,23.13818289,-5.561702268
56,-0.050281364,-0.898015717,-0.309084552,0.195270701,24.92632097,-2.777279672,24.77111614,-5.650653723
58,-0.047531971,-0.899561239,-0.313025435,0.196139305,26.1648168,-3.05009963,25.98642974,-5.720170955
60,-0.044791935,-0.90103308,-0.317114861,0.196839335,26.92258518,-3.244156117,26.72641098,-5.758792079
62,-0.042136272,-0.902401104,-0.321208919,0.197354085,27.16217847,-3.390434949,26.94974749,-5.767866241
64,-0.039625606,-0.903644867,-0.325184458,0.197678853,26.8633882,-3.523908172,26.63125413,-5.760547331
66,-0.037302427,-0.904754255,-0.328947344,0.197820386,26.0226512,-3.679582631,25.76119266,-5.758983093
68,-0.035189878,-0.905728634,-0.33243678,0.197795346,24.65346304,-3.888798738,24.34482459,-5.790186114
70,-0.033293136,-0.906574716,-0.335625455,0.197627944,22.78861195,-4.176193734,22.40268378,-5.881258232
72,-0.03160305,-0.907303512,-0.338515865,0.197346991,20.48519083,-4.557621694,19.97175825,-6.054705391
